TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Granada;318712;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Aben;318749;PPN;PPT;;;;;;;;VALIDATE
Mafoth;318754;PPN;PPT;;;;;;;;VALIDATE
Niebla;318769;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Mathe;318805;PPN;PPT;;;;;;;;VALIDATE
Burgos;318822;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Ferrando;318841;PN;FT;;;;;;;;FOUND
Palencia;318861;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Frey;318882;PPN;PPT;;;;;;;;VALIDATE
Martin;318887;PN;FT;;;;;;;;FOUND
Segouia;318905;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;318921;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Siguença;318935;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;318961;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Rodrigo;318978;PPN;PPT;;;;;;;;VALIDATE
Cuenca;318997;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;319010;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;319024;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;319047;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Fernando;319069;PN;FT;;;;;;;;FOUND
Cordoua;319089;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;319109;PN;FT;;;;;;;;FOUND
Plazençia;319125;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pascual;319147;PPN;PPT;;;;;;;;VALIDATE
Jahen;319166;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pero;319189;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Carthagena;319204;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Medieval;FOUND
Pedryuannes;319227;PPN;PPT;;;;;;;;VALIDATE
Calatraua;319263;APLN;AT; ; ;not;;; ;Medieval;VALIDATE
Nunno;319285;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;319291;PPN;PPT;;;;;;;;VALIDATE
Alfonsso;319313;PN;FT;;;;;;;;FOUND
Lopez;319322;PPN;PPT;;;;;;;;VALIDATE
Symon;319340;PN;FT;;;;;;;;FOUND
Royz;319346;PN;FT;;;;;;;;FOUND
Alfonsso;319363;PN;FT;;;;;;;;FOUND
Tellez;319372;PPN;PPT;;;;;;;;VALIDATE
Johan;319391;PN;FT;;;;;;;;FOUND
Alfonso;319397;PN;FT;;;;;;;;FOUND
Ferrand;319440;PN;FT;;;yes;APLN;;;;FOUND
Royz;319448;PN;FT;;;yes;APLN;;;;FOUND
Castro;319456;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;319475;PN;FT;;;;;;;;FOUND
Royz;319481;PN;FT;;;;;;;;FOUND
Gutier;319498;PPN;PPT;;;;;;;;VALIDATE
Suarez;319505;PPN;PPT;;;;;;;;VALIDATE
Rodrig;319524;PPN;PPT;;;;;;;;VALIDATE
Aluarez;319531;PN;FT;;;;;;;;FOUND
Suer;319551;PPN;PPT;;;;;;;;VALIDATE
Tellez;319556;PPN;PPT;;;;;;;;VALIDATE
El;319571;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Iuan;319603;PPN;PPT;;;;;;;;VALIDATE
Garcia;319608;PN;FT;;;;;;;;FOUND
Martin;319661;PN;FT;;;;;;;;FOUND
Leon;319679;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pedro;319696;PN;FT;;;;;;;;FOUND
Ouiedo;319713;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;319732;PPN;PPT;;;;;;;;VALIDATE
C'amora;319749;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;319769;PN;FT;;;;;;;;FOUND
Salamanca;319786;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;319808;PN;FT;;;;;;;;FOUND
Astorga;319825;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Domingo;319845;PPN;PPT;;;;;;;;VALIDATE
Cibdat;319864;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Miguel;319883;PPN;PPT;;;;;;;;VALIDATE
Lugo;319901;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;319918;PN;FT;;;;;;;;FOUND
Orens;319935;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;319953;PPN;PPT;;;;;;;;VALIDATE
Tuy;319968;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Johan;319984;PN;FT;;;;;;;;FOUND
Mendonnedo;320001;PPLN;PPT; ; ;not;;; ; ;VALIDATE
La;320020;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Coria;320034;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
La;320048;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Silue;320062;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pedro;320085;PN;AT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Badalloz;320101;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Pelay;320122;PPN;PPT;;;;;;;;VALIDATE
Perez;320128;PN;FT;;;;;;;;FOUND
Sanctiago;320158;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;320180;PN;FT;;;;;;;;FOUND
Ferrandez;320186;PN;FT;;;;;;;;FOUND
Orden;320211;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;320220;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;320242;PN;FT;;;;;;;;FOUND
Nunnez;320249;PN;FT;;;;;;;;FOUND
Temple;320281;PLN;FT;http://sws.geonames.org/3108180; ;not;;;null;Geonames;FOUND
Alfonso;320300;PN;FT;;;;;;;;FOUND
Ferrandez;320308;PN;FT;;;;;;;;FOUND
Rodrig;320343;PPN;PPT;;;;;;;;VALIDATE
Alfonso;320350;PN;FT;;;;;;;;FOUND
Martin;320370;PN;FT;;;;;;;;FOUND
Alfonso;320377;PN;FT;;;;;;;;FOUND
Rodrig;320397;PPN;PPT;;;;;;;;VALIDATE
Gomez;320404;PN;FT;;;;;;;;FOUND
Rodrigo;320422;PPN;PPT;;;;;;;;VALIDATE
Frolaz;320430;PPN;PPT;;;;;;;;VALIDATE
Johan;320449;PN;FT;;;;;;;;FOUND
Perez;320455;PN;FT;;;;;;;;FOUND
Ferrand;320473;PN;FT;;;;;;;;FOUND
Yuannes;320481;PPN;PPT;;;;;;;;VALIDATE
Ramir;320501;PPN;PPT;;;;;;;;VALIDATE
Diaz;320507;PN;FT;;;;;;;;FOUND
Pelay;320524;PPN;PPT;;;;;;;;VALIDATE
Perez;320530;PN;FT;;;;;;;;FOUND
Pedro;320548;PN;FT;;;;;;;;FOUND
Guzman;320554;PN;FT;;;;;;;;FOUND
Castilla;320582;PLN;FT; ;Castiella;not;;;null;Medieval;FOUND
Alfonso;320603;PN;FT;;;;;;;;FOUND
Garcia;320611;PN;FT;;;;;;;;FOUND
Murçia;320649;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Roy;320668;PPN;PPT;;;;;;;;VALIDATE
Garcia;320672;PN;FT;;;;;;;;FOUND
Troco;320679;PPN;PPT;;;;;;;;VALIDATE
Gallizia;320702;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Johan;320727;PN;FT;;;;;;;;FOUND
Alfonso;320733;PN;FT;;;;;;;;FOUND
Sanctiago;320781;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanchez;320832;PN;FT;;;yes;APLN;;;;FOUND
Fanes;320843;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gil;320891;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Martinez;320895;PN;FT;;;yes;APLN;;;;FOUND
Siguença;320907;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;320944;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;320952;PN;FT;;;;;;;;FOUND
Aellon;320961;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sepan;321006;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;321061;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;321086;PN;FT;;;;;;;;FOUND
Castiella;321099;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;321112;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;321122;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;321130;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;321142;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;321153;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;321164;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;321174;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;321186;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gontrueda;321247;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Pedro;321401;PN;FT;;;;;;;;FOUND
Lorenço;321540;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suarez;321549;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Fecha;322089;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Gil;322234;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Martinez;322238;PN;FT;;;yes;APLN;;;;FOUND
Siguença;322250;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;322287;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;322295;PN;FT;;;;;;;;FOUND
Aellon;322304;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sepan;322349;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;322409;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;322434;PN;FT;;;;;;;;FOUND
Castiella;322447;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;322460;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;322470;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;322478;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;322490;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;322501;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;322512;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;322522;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;322534;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yolant;322569;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;322622;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;322671;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;322699;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Por;322707;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Orden del Cistel;322770;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cordoua;322793;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Dios;322841;PN;FT;;;;;;;;FOUND
Ferrando;322934;PN;FT; ; ;not; ; ; ; ;FOUND
Beatriz;322987;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10241696;null;Geonames;FOUND
Gontrueda;323074;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Lorenço;323226;PPN;PPT;;;;;;;;VALIDATE
Suarez;323234;PPN;PPT;;;;;;;;VALIDATE
Axerquia;323271;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
E ;323321;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Maria;323432;PN;FT; ; ;not; ; ; ; ;FOUND
Johan;323463;PN;FT; ; ;not; ; ; ; ;FOUND
Domingo;323501;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Romero;323510;PLN;FT;http://sws.geonames.org/10170162; ;not; ; ;null;Geonames;FOUND
Pedro;323601;PN;FT;;;;;;;;FOUND
Royz;323608;PN;FT;;;;;;;;FOUND
Tafur;323613;UN;UNI;;;not;;;;;UNIDENTIFIED
Fecho;324480;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;324653;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;324695;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Fernando ;324748;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Sancho;324798;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Pedro;324826;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Algarue;324945;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;325001;PN;FT;;;;;;;;FOUND
Toledo;325022;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Chançeler;325032;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Remondo;325061;PPN;PPT;;;;;;;;VALIDATE
Seuilla;325083;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Iohan;325103;PN;FT;;;;;;;;FOUND
Sanctiago;325123;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Chanceler;325136;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;325183;PN;FT;;;yes;APLN;;;;FOUND
Molina;325194;PN;FT;;;yes;APLN;;;;FOUND
Felipp;325213;PN;FT;;;;;;;;FOUND
Ferrando;325232;PN;FT;;;;;;;;FOUND
Loys;325253;PN;FT;;;;;;;;FOUND
Yugo;325270;PPN;PPT;;;;;;;;VALIDATE
Bergonna;325283;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gui;325321;PPN;PPT;;;;;;;;VALIDATE
Flandres;325335;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Henrri;325373;PPN;PPT;;;;;;;;VALIDATE
Loregne;325388;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;325425;PN;FT;;;;;;;;FOUND
Costantinopla;325461;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Berenguella;325501;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Loys;325550;PN;FT;;;;;;;;FOUND
Monfort;325615;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gaston;325652;PPN;PPT;;;;;;;;VALIDATE
Beart;325672;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gui;325707;PPN;PPT;;;;;;;;VALIDATE
Limoges;325724;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Aboabdille;325761;PPN;PPT;;;;;;;;VALIDATE
Abennaçar;325772;PPN;PPT;;;;;;;;VALIDATE
Granada;325790;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Abuiafar;325827;PPN;PPT;;;;;;;;VALIDATE
Murçia;325844;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Abenmafoth;325880;PPN;PPT;;;;;;;;VALIDATE
Niebla;325899;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Martin;325935;PN;FT;;;;;;;;FOUND
Burgos;325953;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Ferrando;325972;PN;FT;;;;;;;;FOUND
Palencia;325992;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Frey;326013;PPN;PPT;;;;;;;;VALIDATE
Martin;326018;PN;FT;;;;;;;;FOUND
Segouia;326036;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Gil;326087;PPN;PPT;;;;;;;;VALIDATE
Osma;326102;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Rodrigo;326119;PPN;PPT;;;;;;;;VALIDATE
Cuenca;326138;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Aznar;326185;PPN;PPT;;;;;;;;VALIDATE
Calaforra;326202;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Medieval;FOUND
Ferrando;326224;PN;FT;;;;;;;;FOUND
Cordoua;326244;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;326264;PN;FT;;;;;;;;FOUND
Plazencia;326280;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pasqual;326302;PPN;PPT;;;;;;;;VALIDATE
Jahen;326321;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Frey;326339;PPN;PPT;;;;;;;;VALIDATE
Pedro;326344;PN;FT;;;;;;;;FOUND
Cartagena;326361;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;326383;PPN;PPT;;;;;;;;VALIDATE
Orden;326410;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;326419;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Nunno;326441;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;326447;PPN;PPT;;;;;;;;VALIDATE
Alfonso;326469;PN;FT;;;;;;;;FOUND
Lopez;326477;PPN;PPT;;;;;;;;VALIDATE
Symon;326495;PN;FT;;;;;;;;FOUND
Royz;326501;PN;FT;;;;;;;;FOUND
Alfonso;326518;PN;FT;;;;;;;;FOUND
Thellez;326526;PPN;PPT;;;;;;;;VALIDATE
Johan;326546;PN;FT;;;;;;;;FOUND
Alfonso;326552;PN;FT;;;;;;;;FOUND
Royz;326603;PN;FT;;;yes;APLN;;;;FOUND
Castro;326611;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;326630;PN;FT;;;;;;;;FOUND
Roys;326636;PPN;PPT;;;;;;;;VALIDATE
Gutier;326653;PPN;PPT;;;;;;;;VALIDATE
Suarez;326660;PPN;PPT;;;;;;;;VALIDATE
Rodrig;326679;PPN;PPT;;;;;;;;VALIDATE
Aluarez;326686;PN;FT;;;;;;;;FOUND
Suer;326706;PPN;PPT;;;;;;;;VALIDATE
Thellez;326711;PPN;PPT;;;;;;;;VALIDATE
El;326727;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Manuel;326742;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
El;326784;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;326799;PN;FT; ; ;not; ; ; ; ;FOUND
Martin;326853;PN;FT;;;;;;;;FOUND
Leon;326871;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pedro;326888;PN;FT;;;;;;;;FOUND
Ouiedo;326905;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;326924;PPN;PPT;;;;;;;;VALIDATE
C'amora;326941;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;326961;PN;FT;;;;;;;;FOUND
Salamanca;326978;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;327000;PN;FT;;;;;;;;FOUND
Astorga;327017;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Domingo;327037;PPN;PPT;;;;;;;;VALIDATE
Cibdat;327056;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Miguel;327075;PPN;PPT;;;;;;;;VALIDATE
Lugo;327093;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Iohan;327110;PN;FT;;;;;;;;FOUND
Orens;327127;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;327145;PPN;PPT;;;;;;;;VALIDATE
Tuy;327160;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Iohan;327176;PN;FT;;;;;;;;FOUND
Mendonnedo;327193;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Frey;327272;PPN;PPT;;;;;;;;VALIDATE
Pedro;327277;PN;FT;;;;;;;;FOUND
Badalloz;327294;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Pelay;327315;PPN;PPT;;;;;;;;VALIDATE
Perez;327321;PN;FT;;;;;;;;FOUND
Orden;327342;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;327351;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;327373;PN;FT;;;;;;;;FOUND
Ferrandez;327379;PN;FT;;;;;;;;FOUND
Alcantara;327413;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;327435;PN;FT;;;;;;;;FOUND
Nunnez;327442;PN;FT;;;;;;;;FOUND
Temple;327474;PLN;FT;http://sws.geonames.org/3108180; ;not;;;null;Geonames;FOUND
Alfonso;327493;PN;FT;;;;;;;;FOUND
Ferrandez;327501;PN;FT;;;;;;;;FOUND
Rodrig;327536;PPN;PPT;;;;;;;;VALIDATE
Alfonso;327543;PN;FT;;;;;;;;FOUND
Martin;327563;PN;FT;;;;;;;;FOUND
Alfonso;327570;PN;FT;;;;;;;;FOUND
Rodrigo;327590;PPN;PPT;;;;;;;;VALIDATE
Gomez;327598;PN;FT;;;;;;;;FOUND
Rodrigo;327616;PPN;PPT;;;;;;;;VALIDATE
Frolaz;327624;PPN;PPT;;;;;;;;VALIDATE
Iohan;327643;PN;FT;;;;;;;;FOUND
Perez;327649;PN;FT;;;;;;;;FOUND
Ferrand;327667;PN;FT;;;;;;;;FOUND
Yuannes;327675;PPN;PPT;;;;;;;;VALIDATE
Ramir;327695;PPN;PPT;;;;;;;;VALIDATE
Diaz;327701;PN;FT;;;;;;;;FOUND
Pelay;327718;PPN;PPT;;;;;;;;VALIDATE
Perez;327724;PN;FT;;;;;;;;FOUND
Pedro;327742;PN;FT;;;;;;;;FOUND
Guzman;327748;PN;FT;;;;;;;;FOUND
Castiella;327776;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Sanchez;327825;PN;FT;;;yes;APLN;;;;FOUND
Funes;327836;PPN;PPT;;;yes;APLN;;;;VALIDATE
Alfonso;327886;PN;FT;;;;;;;;FOUND
Garcia;327894;PN;FT;;;;;;;;FOUND
Murcia;327932;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Roy;327951;PPN;PPT;;;;;;;;VALIDATE
Garcia;327955;PN;FT;;;;;;;;FOUND
Troco;327962;PPN;PPT;;;;;;;;VALIDATE
Gallizia;327985;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Iohan;328010;PN;FT;;;;;;;;FOUND
Alfonso;328016;PN;FT;;;;;;;;FOUND
Sanctiago;328064;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Gil;328082;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Martinez;328086;PN;FT;;;yes;APLN;;;;FOUND
Siguença;328098;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;328135;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;328143;PN;FT;;;;;;;;FOUND
Aellon;328152;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sepan;328197;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;328257;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;328282;PN;FT;;;;;;;;FOUND
Castiella;328295;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;328308;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;328318;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;328326;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;328338;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;328349;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;328360;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
