Machar;89617;PPLN;PPT;;;not;;;;;VALIDATE
Alcorexi;89624;PPLN;PPT;;;not;;;;;VALIDATE
Guadiamar;89749;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;89905;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Alcabat;91949;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Boriauenzohar;91980;PLN;FT;http://www.geonames.org/2521154/;Benacazón;not; ; ;null;Medieval;FOUND
Fomaza;92208;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadiamar;92306;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadiamar;92355;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Solucar;92506;PLN;FT;http://www.geonames.org/2511305/;Sanlúcar de Guadina;not;;;null;Medieval;FOUND
Boriauenzohar;92746;PLN;FT;http://www.geonames.org/2521154/;Benacazón;not; ; ;null;Medieval;FOUND
Chichinat;93183;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Auenzohar;93194;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Segouia;93484;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
cosa;93916;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;94163;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Algarbe;94496;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;94690;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;94730;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sanctiago;94772;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Naçar;94819;PLN;FT;http://sws.geonames.org/6359730; ;not; ; ;null;Medieval;FOUND
Granada;94832;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murcia;94909;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Niebla;94967;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Beard;95030;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Limoges;95067;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Burgos;95110;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;95151;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;95193;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Siguença;95232;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;95271;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;95308;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Auila;95348;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calaforra;95386;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Medieval;FOUND
Cordoua;95426;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;95465;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;95510;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Carthagena;95551;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Medieval;FOUND
Calatraua;95606;PLN;FT; ; ;not;;; ;Medieval;FOUND
La;96244;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;96258;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Ouiedo;96291;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;96329;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;96368;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;96409;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdad;96451;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;96491;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;96528;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tui;96564;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Geonames;FOUND
Mendonnedo;96600;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Coria;96652;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Silue;96695;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Sanctiago;96752;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;96974;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;97148;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Murcia;97208;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Xodar;97244;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Frontera;97268;PLN;FT;http://sws.geonames.org/6534185; ;not; ; ;null;Geonames;FOUND
Leon;97369;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;97413;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Leon;97466;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Fromesta;97498;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;97678;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;97691;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;97701;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;97709;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;97721;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;97732;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;97743;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;97753;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Seuilla;97972;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Sancto;98101;PLN;FT;http://sws.geonames.org/9170929; ;not;;;null;Medieval;FOUND
Spiritu;98303;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;98956;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Leon;98971;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Castiella;99055;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;99068;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;99078;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;99086;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;99098;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;99109;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;99120;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;99132;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sanctiago;99548;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Espanna;99771;PLN;FT;http://pleiades.stoa.org/places/992072;España;not;;; ;Medieval;FOUND
Andaluzia;100120;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Andaluzia;100366;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Seuilla;100489;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;100573;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not; ; ; ;Medieval;FOUND
Espanna;100606;PLN;FT;http://pleiades.stoa.org/places/992072;España;not;;; ;Medieval;FOUND
Christo;100672;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;100928;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not; ; ; ;Medieval;FOUND
Seuilla;101228;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;101261;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;101359;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;101425;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;101540;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Seuilla;101570;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;102255;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;102408;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;102469;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Seuilla;102825;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;102847;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;102877;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;103659;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;105040;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Seuilla;105106;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;105171;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;105445;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
cosa;105479;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Facta;105615;PLN;FT;http://sws.geonames.org/3122691; ;not; ; ;null;Medieval;FOUND
M;105669;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Algarbe;106137;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;106387;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;106589;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;106813;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;106918;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Budion;106965;PPLN;PPT;;;not;;;;;VALIDATE
Budion;106974;PPLN;PPT;;;not;;;;;VALIDATE
Bobaraes;107035;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Casament;107174;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Mont;107206;PLN;FT;http://sws.geonames.org/3116446;Mont;not;;;null;Geonames;FOUND
Guadalcarranque;107232;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadalcarranque;107303;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cortegana;107460;PLN;FT;https://pleiades.stoa.org/places/256244;Cortegana;not;;;null;Medieval;FOUND
Aroche;107470;PLN;FT;http://www.geonames.org/2521585/;Aroche;not;;;null;Medieval;FOUND
Mora;107477;PLN;FT;http://pleiades.stoa.org/places/493070521;null;not;;;A Spanish village that belonged to the kingdom of Alfonso X.  It is now known as Moura, and is located in the country of Portugal, across the border from the Spanish cities of Huelva and Badajoz.;Pleiades;FOUND
Serpa;107482;PLN;FT;http://pleiades.stoa.org/places/256446;Serpa;not;;;null;Medieval;FOUND
Aymont;107488;PLN;FT;http://pleiades.stoa.org/places/434022175;null;not;;;A Spanish village that borders Portugal and is located in the southwest of the province of Huenca. Known as Ayamonte today, it once belonged to the kingdom of Alfonso X.;Pleiades;FOUND
Seuilla;107992;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;108092;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Texada;108474;PPLN;GENT; ; ;not;;; ; ;VALIDATE
Solucar;108484;PLN;FT;http://www.geonames.org/2511305/;Sanlúcar de Guadina;not;;;null;Medieval;FOUND
Heznalcaçar;108507;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alcala;108524;PLN;FT;http://pleiades.stoa.org/places/246352;Alcalá de Henares;not;;;null;Medieval;FOUND
Guadayra;108534;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Constantina;108548;PLN;FT;http://www.geonames.org/2519278/;Constantina;not;;;null;Medieval;FOUND
Seuilla;108731;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;109007;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;109130;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;109269;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not; ; ;null;Medieval;FOUND
Xerez;109364;PLN;FT;http://pleiades.stoa.org/places/256091/;Jerez;not; ; ;null;Medieval;FOUND
Seuilla;110026;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not; ; ; ;Medieval;FOUND
Seuilla;110098;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;110188;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;110291;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;110615;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;110815;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not; ; ; ;Medieval;FOUND
Amiralmomenin;110911;PPLN;PPT; ; ;not;;; ; ;VALIDATE
cosa;111199;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;111596;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Seuilla;111889;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;111929;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Sanctiago;111970;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Naçar;112011;PLN;FT;http://sws.geonames.org/6359730; ;not; ; ;null;Medieval;FOUND
Granada;112024;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murcia;112101;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Niebla;112159;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Beart;112218;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Limoges;112256;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Burgos;112300;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Palencia;112341;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Segouia;112383;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Siguença;112423;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;112462;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;112499;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Auila;112539;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calahorra;112577;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Cordoua;112617;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;112656;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;112700;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cartagena;112741;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Calatraua;112807;APLN;AT; ; ;yes;PN; ; ;Medieval;VALIDATE
Ouiedo;113485;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;113524;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;113564;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;113606;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Cibdad;113648;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;113688;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Orens;113725;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Tuy;113761;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Mendonnedo;113797;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Coria;113849;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Silue;113892;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Sanctyago;113949;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Sanctiago;114171;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;114377;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Murcia;114438;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Xodar;114575;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Andaluzia;114698;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not; ; ; ;Medieval;FOUND
Leon;114761;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;114805;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Fromesta;114889;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;115081;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;115095;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;115105;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;115113;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;115125;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;115136;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;115147;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;115159;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Reyna;115180;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/678362;null;not; ; ;An ancient place, cited: BAtlas 69 B4 Reina;Medieval;FOUND
Seuilla;115377;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;115590;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;115817;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;115921;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Moron;115930;PLN;FT;https://pleiades.stoa.org/places/256275;Morón de la Frontera;not;;;null;Medieval;FOUND
Lebrissa;115965;PLN;FT;https://pleiades.stoa.org/places/256322; Lebrija;not;;;null;Medieval;FOUND
Captiel;115994;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Captor;116008;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;116271;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;116371;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;117014;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Seuilla;117063;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
cosa;117609;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;118000;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Algarue;118332;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Seuilla;118541;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Toledo;118581;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Sanctiago;118622;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Naçar;118664;PLN;FT;http://sws.geonames.org/6359730; ;not; ; ;null;Medieval;FOUND
Granada;118677;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Murcia;118754;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Niebla;118812;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
Beart;118871;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lymoges;118909;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Burgos;118953;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Segouia;118993;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Palencia;119035;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Siguença;119076;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Osma;119115;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;119152;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Auila;119192;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Calaforra;119230;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Medieval;FOUND
Cordoua;119270;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Plazencia;119309;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Jahen;119353;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Cartagena;119395;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Calatraua;119449;PLN;FT; ; ;not;;; ;Medieval;FOUND
La;120080;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Leon;120094;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Ouiedo;120127;PPLN;PPT; ; ;not;;; ; ;VALIDATE
C'amora;120165;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Salamanca;120204;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Astorga;120245;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
C'ibdad;120287;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;120328;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
