Leon;348246;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;348254;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;348266;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;348277;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;348288;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;348298;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;348310;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Martinez;348358;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Seuilla;348483;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Martinez;348575;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Remondo;348738;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Segouia;348779;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Damos;348789;PLN;FT;http://pleiades.stoa.org/places/599585; ;not; ; ;An ancient place, cited: BAtlas 61 D4 Damos;Medieval;FOUND
Seuilla;348882;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Guadayra;348904;PPLN;PPT; ; ;not;;; ; ;VALIDATE
dias;349379;APLN;AT;http://pleiades.stoa.org/places/642516; ;yes;CN;;An ancient place, cited: BAtlas 65 unlocated Dias;Medieval;VALIDATE
M;349413;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
L;349418;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Yuannes;349587;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Palencia;349641;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Seuilla;349655;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Infante;349702;PLN;FT;http://sws.geonames.org/9172098; ;not; ; ;null;Geonames;FOUND
Guadayra;349751;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;349782;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Guadayra;349804;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Palencia;349908;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Castiella;350493;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
cosa;350564;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Yuannes;351296;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
dia;351457;APLN;AT;http://pleiades.stoa.org/places/573184; ;yes;CN;;An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today;Medieval;VALIDATE
Facta;351625;PLN;FT;http://sws.geonames.org/3122691; ;not; ; ;null;Medieval;FOUND
M;351671;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Segouia;351716;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Palencia;351737;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Valladolit;351931;PLN;FT;http://sws.geonames.org/3106672/;Valladolid;not;;;null;Medieval;FOUND
Martinez;351994;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Fecha;352321;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;352466;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;352500;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;352517;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;352680;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;352694;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Gallizia;352704;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;352716;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;352727;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;352738;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;352748;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;352760;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Infante;352805;PLN;FT;http://sws.geonames.org/9172098; ;not; ; ;null;Geonames;FOUND
Martinez;352846;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Infante;352952;PLN;FT;http://sws.geonames.org/9172098; ;not; ; ;null;Geonames;FOUND
Garcia;353052;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Martinez;353059;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Reyna;353255;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/678362;null;not; ; ;An ancient place, cited: BAtlas 69 B4 Reina;Medieval;FOUND
Alcala;353356;PLN;FT;http://pleiades.stoa.org/places/246352;Alcalá de Henares;not;;;null;Medieval;FOUND
Guadayra;353366;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Abenaharoça;353421;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Infante;354055;PLN;FT;http://sws.geonames.org/9172098; ;not; ; ;null;Geonames;FOUND
Fecha;354200;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Martinez;354499;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Fecha;354667;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;354814;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;354848;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;354865;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;355030;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;355043;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;355053;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;355061;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;355073;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;355084;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;355095;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;355105;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;355117;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Molina;355214;PLN;FT;http://sws.geonames.org/6359477; ;not;;;null;Medieval;FOUND
Mesa;355226;PPLN;GENT;http://sws.geonames.org/3117313; ;not;;;null;Geonames;VALIDATE
Cordoua;355257;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Sanctiago;355337;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vcles;355363;PLN;FT;http://pleiades.stoa.org/places/265983;Uclés;not;;;null;Medieval;FOUND
Aguilar;355412;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Aguilar;355449;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Castiel;355462;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ossuna;356189;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cabra;356249;PLN;FT;http://sws.geonames.org/6357208;Kabra,qbrt,Кабра,قبرة;not;;;null;Geonames;FOUND
Aguilar;356791;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Ossuna;356971;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cabra;357055;PLN;FT;http://sws.geonames.org/6357208;Kabra,qbrt,Кабра,قبرة;not;;;null;Geonames;FOUND
Aguilar;357189;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Castiel;357199;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;357207;PPLN;PPT;;;not;;;;;VALIDATE
Aguilar;357353;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Pimentada;357449;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Campo;357515;PLN;FT;http://sws.geonames.org/6362993; ;not;;;null;Geonames;FOUND
Sabalar;357524;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rasseynt;357586;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Aguilar;357677;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Ayn;357854;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Adaroua;357859;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Aguilar;357934;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Estepa;357945;PLN;FT;http://sws.geonames.org/6360996; ;not; ; ;null;Geonames;FOUND
Raxeyd;358005;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Tres;358122;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Tres;358215;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Tres;358224;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Rio;358235;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Ançur;358240;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Monzal;358479;PPLN;GENT; ; ;not;;; ; ;VALIDATE
Aguilar;358551;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Rio;358561;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Ançur;358565;PPLN;PPT;;;not;;;;;VALIDATE
Aguilar;358607;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Castiel;358620;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;358629;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Lucena;358640;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Aguilar;358675;PLN;FT;http://sws.geonames.org/3130827;Aguilar;not;;;null;Geonames;FOUND
Rio;358685;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Ançur;358689;PPLN;PPT;;;not;;;;;VALIDATE
Lucena;358821;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Castiel;358830;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;358838;PPLN;PPT;;;not;;;;;VALIDATE
Menzal;358878;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiel;358910;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;358919;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Lucena;358946;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Torre;358997;PLN;FT;http://sws.geonames.org/3107864; ;not;;;null;Geonames;FOUND
Benimoda;359006;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Albixatan;359072;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Mayrena;359112;PPLN;GENT; ; ;not;;; ; ;VALIDATE
Mayrena;359123;PLN;FT;http://sws.geonames.org/2514290; ;not; ; ;null;Medieval;FOUND
Rio;359137;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Ançur;359142;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Pauit;359242;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pauit;359305;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Marta;359363;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ladro;359427;PPLN;GENT; ; ;not;;; ; ;VALIDATE
Cordoua;359434;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not; ; ;null;Medieval;FOUND
Lizar;359561;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiel;359712;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;359720;PPLN;PPT;;;not;;;;;VALIDATE
Lucena;359728;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Benamexir;359845;PPLN;PPT;;;not;;;;;VALIDATE
Castiel;359857;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;359866;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Benamexir;359965;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiel;359997;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Rio;360026;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Murgeba;360089;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Murgeba;360147;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lobos;360281;PLN;FT;http://sws.geonames.org/2514961;Delobos Island,Ilha de Lobos,Isla de Lobes,Isla de Lobos,Islote de Lobos,Lobos,Lobos Island,Los Lobos;not; ; ;null;Geonames;FOUND
Lizar;360446;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Benamexir;360701;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiel;360714;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Benamexir;360759;PPLN;PPT;;;not;;;;;VALIDATE
Castiel;360771;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;360779;PPLN;PPT;;;not;;;;;VALIDATE
Estepa;360838;PLN;FT;http://sws.geonames.org/6360996; ;not;;;null;Geonames;FOUND
Castiel;360847;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;360855;PPLN;PPT;;;not;;;;;VALIDATE
Alezdir;360981;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Estepa;361007;PLN;FT;http://sws.geonames.org/6360996; ;not;;;null;Geonames;FOUND
Castiel;361037;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
Ançur;361046;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Estepa;361083;PLN;FT;http://sws.geonames.org/6360996; ;not;;;null;Geonames;FOUND
Castiel;361093;PLN;FT;http://pleiades.stoa.org/places/187341; ;not;;;An ancient place, cited: BAtlas 19 B3 Castiel;Medieval;FOUND
cosa;361375;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
A;361622;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
B;361624;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
C;361626;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Fecha;361728;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;361882;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;361916;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;361933;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;362083;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;362096;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;362106;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;362114;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;362126;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;362137;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;362148;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;362158;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;362170;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cordoua;362247;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Sanctiago;362327;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vcles;362353;PLN;FT;http://pleiades.stoa.org/places/265983;Uclés;not;;;null;Medieval;FOUND
Bella;362391;PLN;GENT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/494544;null;not;;;An ancient place, cited: BAtlas 50 unlocated *Balla;Pleiades;VALIDATE
Benamexir;362399;PPLN;PPT;;;not;;;;;VALIDATE
Lucena;362411;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Eciia;363050;PPLN;PPT;;;not;;;;;VALIDATE
Hamet;363061;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Johan ;363105;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Al;363518;PPLN;GENT;http://sws.geonames.org/6424297; ; ; ; ;null;Geonames;VALIDATE
Castiella;363580;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Leon;363595;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Eciia;363623;PPLN;PPT;;;not;;;;;VALIDATE
Hamet;363725;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Bella;363932;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/494544;null;not; ; ;An ancient place, cited: BAtlas 50 unlocated *Balla;Medieval;FOUND
Benamexir;363942;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Bella;363987;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/494544;null;not;;;An ancient place, cited: BAtlas 50 unlocated *Balla;Medieval;FOUND
Benamexir;363995;PPLN;PPT;;;not;;;;;VALIDATE
Lucena;364007;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Granada;364053;PLN;FT;http://sws.geonames.org/6357709;Granada;not;;;null;Medieval;FOUND
Benamexir;364693;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Bella;364979;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/494544;null;not;;;An ancient place, cited: BAtlas 50 unlocated *Balla;Medieval;FOUND
Benamexir;364987;PPLN;PPT;;;not;;;;;VALIDATE
Este;364999;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
alamo;365089;PLN;FT;http://sws.geonames.org/10240858; ;not; ; ;null;Geonames;FOUND
Fadim;365208;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vecar;365300;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Vecar;365362;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rio;365425;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Vecar;365473;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fadim;365584;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Nocta;365797;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Arroyuela;365986;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Arroyuela;366060;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Arroyuela;366121;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Nador;366183;PLN;FT;http://pleiades.stoa.org/places/305114;null;not;;;An ancient place, cited: BAtlas 31 H4 Nador;Pleiades;FOUND
Banamexir;366225;PPLN;PPT;;;not;;;;;VALIDATE
Lucena;366237;PLN;FT;http://sws.geonames.org/6357233;Louthena,Lusena,alysant,lu sai na,lusena,lwsnh,rusena,Λουθένα,Лусена,Լուսենա,לוסנה,اليسانة,লুসেনা,ルセーナ,卢塞纳;not;;;null;Geonames;FOUND
Almohabez;366428;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Corcoya;366496;PLN;FT;http://sws.geonames.org/2519243;Corcoya;not; ; ;null;Geonames;FOUND
Benamexir;366600;PPLN;PPT;;;not;;;;;VALIDATE
Rio;366612;PLN;FT;http://sws.geonames.org/3111713;Río;not;;;null;Medieval;FOUND
Ançur;366616;PPLN;PPT;;;not;;;;;VALIDATE
Eciia;366682;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Cabra;366704;PLN;FT;http://sws.geonames.org/6357208;Kabra,qbrt,Кабра,قبرة;not;;;null;Geonames;FOUND
Ossuna;366740;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Fecha;366749;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
cosa;367097;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Cordoua;367424;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Vcles;367491;PLN;FT;http://pleiades.stoa.org/places/265983;Uclés;not;;;null;Medieval;FOUND
Fecha;367524;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;367678;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;367712;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;367729;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;367879;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;367892;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;367902;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;367910;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;367922;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;367933;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;367944;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;367954;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;367966;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Seuilla;368015;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Niebla;368730;PLN;FT;https://pleiades.stoa.org/places/256221;Niebla;not;;;null;Medieval;FOUND
C'abaa;369078;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Moron;369097;PLN;FT;https://pleiades.stoa.org/places/256275;Morón de la Frontera;not;;;null;Medieval;FOUND
San;369248;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Mari;369402;PLN;FT;http://sws.geonames.org/9179267; ;not;;;null;Geonames;FOUND
Yuannes;369496;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Mari;369524;PLN;FT;http://sws.geonames.org/9179267; ;not;;;null;Geonames;FOUND
Domingo;369530;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Miguel;369566;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
cosa;370432;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecha;370696;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Cibdat;370843;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;370877;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Aellon;370894;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;371047;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;371061;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;371071;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;371079;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;371091;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;371102;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murçia;371113;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;371123;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;371135;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadiel;371317;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Castiella;371728;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;371741;PLN;FT;http://sws.geonames.org/6361828/;Toledo;not;;;null;Medieval;FOUND
Leon;371751;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;371759;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;371771;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
