TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Toledo;85883;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Connosçuda;85938;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;86087;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Otorgamos ;86140;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Calatraua;86225;PN;FT;;;;;;;;FOUND
Ferrando;86337;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;86363;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;86701;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;87034;PN;FT; ; ;not; ; ; ; ;FOUND
Gonçaluo;87297;PN;FT;;;;;;;;FOUND
Yuannes ;87307;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Garçi;87333;PN;FT;;;;;;;;FOUND
Yuannes;87340;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ferrand;87365;PN;FT;;;;;;;;FOUND
Godiel;87374;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;87428;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Fecha;87437;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Alfonso;87577;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Toledo;87957;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Toledo;88094;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Calatrava;88358;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Otrossi;88392;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;88431;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Maqueda;88472;PLN;FT;http://sws.geonames.org/6361751; ;not;;;null;Geonames;FOUND
Otrossi;88856;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;88922;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Maqueda;89151;PLN;FT;http://sws.geonames.org/6361751; ;not;;;null;Geonames;FOUND
Toledo;89247;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Calatraua;89311;PN;FT;;;;;;;;FOUND
Calatraua;89598;PN;FT;;;;;;;;FOUND
Et ;89642;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Calatrava;89692;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;89896;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Calatraua;90014;PN;FT;;;;;;;;FOUND
Toledo;90106;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Calatraua;90132;PN;FT;;;;;;;;FOUND
Alfonso;90253;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Calatraua;90405;PN;FT;;;;;;;;FOUND
Toledo;90503;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Pedryuannes;90523;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Calatraua;90546;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;90692;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alfonsso;90815;PN;FT; ; ;not; ; ; ; ;FOUND
Iohan;91095;PN;FT;;;;;;;;FOUND
Ferrandez;91101;PN;FT;;;;;;;;FOUND
Segouia;91114;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Alfonsso;91164;PN;FT; ; ;not; ; ; ; ;FOUND
Gil;91180;PLN;FT;http://sws.geonames.org/10055472; ;not;;;null;Geonames;FOUND
Nunnez;91184;PN;FT;;;;;;;;FOUND
Connosçuda;91206;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;91281;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;91306;PN;FT;;;;;;;;FOUND
Castiella;91319;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;91332;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;91342;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;91350;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;91362;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;91373;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;91384;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;91396;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Sancta;91430;PPN;GENT; ;;;;;;;VALIDATE
Toledo;91470;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Fecha;91895;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Johan ;92029;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Ferrandez;92036;PN;FT;;;;;;;;FOUND
Segouia;92049;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Alfonsso;92100;PN;FT; ; ;not; ; ; ; ;FOUND
Sepan;92117;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;92178;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;92203;PN;FT;;;;;;;;FOUND
Castiella;92216;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;92229;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;92239;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;92247;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;92259;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;92270;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;92281;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;92294;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Reyna;92315;PPLN;GENT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/678362;null; ; ; ;An ancient place, cited: BAtlas 69 B4 Reina;Pleiades;VALIDATE
Yoland;92327;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Infante;92369;PLN;FT;http://sws.geonames.org/9172098; ;not; ; ;null;Geonames;FOUND
Ferrando;92381;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;92430;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Toledo;92538;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Moneda;93006;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;93113;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Mandamos;94256;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Toledo;94632;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
cosa;94981;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Alfonso;95374;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yoland;95416;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Ferrando;95470;PN;FT; ; ;not; ; ; ; ;FOUND
Sancho;95521;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Algarue;95642;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;95697;PN;FT;;;;;;;;FOUND
Toledo;95718;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Remondo;95755;PPN;PPT;;;;;;;;VALIDATE
Seuilla;95777;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Alfonsso;95816;PN;FT;;;yes;APLN;;;;FOUND
Molina;95828;PN;FT;;;yes;APLN;;;;FOUND
Felipp;95887;PN;FT;;;;;;;;FOUND
Granada;95989;PLN;FT;http://sws.geonames.org/6357709;Granada;yes;PN; ;null;Medieval;FOUND
Rey;96011;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Martin;96027;PN;FT;;;;;;;;FOUND
Gonzalez;96034;PPN;PPT;;;;;;;;VALIDATE
Burgos;96054;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Ferrando;96073;PN;FT;;;;;;;;FOUND
Palencia;96093;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Martin;96120;PN;FT; ; ;not; ; ; ; ;FOUND
Segouia;96137;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
La;96182;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Osma;96196;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Cuenca;96218;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Benito;96237;PPN;PPT;;;;;;;;VALIDATE
Auila;96255;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;96273;PPN;PPT;;;;;;;;VALIDATE
Calahorra;96290;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Ferrando;96312;PN;FT;;;;;;;;FOUND
Cordoua;96332;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;96352;PN;FT;;;;;;;;FOUND
Plazencia;96368;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Paschual;96390;PPN;PPT;;;;;;;;VALIDATE
Jahen;96410;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pedro;96433;PN;AT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cartagena;96449;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;96471;PPN;PPT;;;;;;;;VALIDATE
Orden;96498;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;96507;PN;FT;;;;;;;;FOUND
Pedro;96529;PN;FT;;;;;;;;FOUND
Guzman;96535;PN;FT;;;;;;;;FOUND
Castiella;96563;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Alfonsso;96585;PN;FT;;;;;;;;FOUND
Garcia;96594;PN;FT;;;;;;;;FOUND
Murcia;96632;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Nunno;96651;PPN;PPT;;;;;;;;VALIDATE
Gonzaluez;96657;PPN;PPT;;;;;;;;VALIDATE
Alfonsso;96679;PN;FT;;;;;;;;FOUND
Lopez;96688;PPN;PPT;;;;;;;;VALIDATE
Symon;96706;PN;FT;;;;;;;;FOUND
Roys;96712;PPN;PPT;;;;;;;;VALIDATE
Alfonso;96729;PN;FT;;;;;;;;FOUND
Thellez;96737;PPN;PPT;;;;;;;;VALIDATE
Ferrand;96780;PN;FT;;;yes;APLN;;;;FOUND
Royz;96788;PN;FT;;;yes;APLN;;;;FOUND
Castro;96796;PPN;PPT;;;yes;APLN;;;;VALIDATE
Gomez;96815;PN;FT;;;;;;;;FOUND
Royz;96821;PN;FT;;;;;;;;FOUND
Gutier;96838;PPN;PPT;;;;;;;;VALIDATE
Suarez;96845;PPN;PPT;;;;;;;;VALIDATE
Diago;96864;PPN;PPT;;;;;;;;VALIDATE
Gomez;96870;PN;FT;;;;;;;;FOUND
Rodrigo;96888;PPN;PPT;;;;;;;;VALIDATE
Aluarez;96896;PN;FT;;;;;;;;FOUND
Johan;96916;PN;FT;;;;;;;;FOUND
Garcia;96922;PN;FT;;;;;;;;FOUND
Diag;96941;PPN;PPT;;;;;;;;VALIDATE
Sanchez;96946;PN;FT;;;;;;;;FOUND
Gomez;96966;PN;FT;;;;;;;;FOUND
Royz;96972;PN;FT;;;;;;;;FOUND
Rodrigo;96989;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;96997;PN;FT;;;;;;;;FOUND
Gomez;97019;PN;FT;;;;;;;;FOUND
Gonçaluez;97025;PPN;PPT;;;;;;;;VALIDATE
Suer;97047;PPN;PPT;;;;;;;;VALIDATE
Thellez;97052;PPN;PPT;;;;;;;;VALIDATE
Portero;97060;PPN;PPT;;;;;;;;VALIDATE
Rey;97079;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrrique;97095;PN;FT;;;;;;;;FOUND
Perez;97105;PN;FT;;;;;;;;FOUND
Repostero;97111;PPN;PPT;;;;;;;;VALIDATE
Rey;97132;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Borgonna;97181;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;97204;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Gui;97220;PPN;PPT;;;;;;;;VALIDATE
Flandres;97234;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;97257;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrri;97273;PPN;PPT;;;;;;;;VALIDATE
Lo;97288;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;97311;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Alfonsso;97327;PN;FT;;;;;;;;FOUND
Rey;97346;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Johan;97351;PN;FT;;;;;;;;FOUND
Dacre;97357;UN;UNI;;;not;;;;;UNIDENTIFIED
Emperador;97363;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Costantinopla;97376;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Emperadriz;97399;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Berenguella;97416;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Rey;97450;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Loys;97466;PN;FT;;;;;;;;FOUND
Emperador;97481;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Emperadriz;97500;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Belmont;97532;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;97554;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Johan;97570;PN;FT;;;;;;;;FOUND
Emperador;97586;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Emperadriz;97605;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Montfort;97637;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;97660;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Abu;97676;PPN;PPT;;;;;;;;VALIDATE
Iafar;97680;PPN;PPT;;;;;;;;VALIDATE
Murcia;97694;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Beart;97774;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;97794;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Limoges;97850;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;97872;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Johan;97888;PN;FT;;;;;;;;FOUND
Sanctiago;97908;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;97935;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Martin;97951;PN;FT;;;;;;;;FOUND
Leon;97969;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pedro;97986;PN;FT;;;;;;;;FOUND
Ouiedo;98003;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;98022;PPN;PPT;;;;;;;;VALIDATE
C'amora;98039;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;98059;PN;FT;;;;;;;;FOUND
Pedro;98094;PN;FT;;;;;;;;FOUND
Astorga;98111;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
La;98127;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Cibdat;98141;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Lugo;98165;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;98182;PN;FT;;;;;;;;FOUND
Orens;98199;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;98217;PPN;PPT;;;;;;;;VALIDATE
Mendonnedo;98232;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;98255;PN;FT;;;;;;;;FOUND
Coria;98272;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Frey;98290;PPN;PPT;;;;;;;;VALIDATE
Robert;98295;PPN;PPT;;;;;;;;VALIDATE
Silue;98313;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pedro;98336;PN;AT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Badalloz;98352;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Pelay;98373;PPN;PPT;;;;;;;;VALIDATE
Perez;98379;PN;FT;;;;;;;;FOUND
Sanctiago;98409;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;98431;PN;FT;;;;;;;;FOUND
Ferrandez;98437;PN;FT;;;;;;;;FOUND
Alcantara;98471;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;98493;PN;FT;;;;;;;;FOUND
Nunnez;98500;PN;FT;;;;;;;;FOUND
Maestreo;98507;PPN;PPT;;;;;;;;VALIDATE
Temple;98533;PLN;FT;http://sws.geonames.org/3108180; ;not;;;null;Geonames;FOUND
Gonçaluo;98552;PN;FT;;;;;;;;FOUND
Gil;98561;PPN;PPT;;;;;;;;VALIDATE
Leon;98586;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Roy;98603;PPN;PPT;;;;;;;;VALIDATE
Troço;98615;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Gallizia;98637;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Johan;98662;PN;FT;;;;;;;;FOUND
Alfonsso;98668;PN;FT;;;;;;;;FOUND
Sanctiago;98691;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ferrand;98740;PN;FT;;;;;;;;FOUND
Perotis;98748;PPN;PPT;;;;;;;;VALIDATE
Loys;98785;PN;FT;;;;;;;;FOUND
Alfonsso;98819;PN;FT;;;;;;;;FOUND
Ferrandez;98828;PN;FT;;;;;;;;FOUND
Rodrigo;98863;PPN;PPT;;;;;;;;VALIDATE
Alfonsso;98871;PN;FT;;;;;;;;FOUND
Martin;98892;PN;FT;;;;;;;;FOUND
Alfonsso;98899;PN;FT;;;;;;;;FOUND
Rodrigo;98920;PPN;PPT;;;;;;;;VALIDATE
Gomez;98928;PN;FT;;;;;;;;FOUND
Rodrigo;98946;PPN;PPT;;;;;;;;VALIDATE
Frolaz;98954;PPN;PPT;;;;;;;;VALIDATE
Iohan;98973;PN;FT;;;;;;;;FOUND
Perez;98979;PN;FT;;;;;;;;FOUND
Ferrand;98997;PN;FT;;;;;;;;FOUND
Yuannez;99005;PPN;PPT;;;;;;;;VALIDATE
Martin;99025;PN;FT;;;;;;;;FOUND
Gil;99032;PPN;PPT;;;;;;;;VALIDATE
Ramir;99048;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;99054;PN;FT;;;;;;;;FOUND
Pelay;99076;PPN;PPT;;;;;;;;VALIDATE
Perez;99082;PN;FT;;;;;;;;FOUND
Sanchez;99127;PN;FT;;;yes;APLN;;;;FOUND
Fines;99138;PPN;PPT;;;yes;APLN;;;;VALIDATE
Mendoça;99222;PN;FT;;;yes;APLN;;;;FOUND
Johan;99257;PN;FT;;;;;;;;FOUND
Ferrandez;99263;PN;FT;;;;;;;;FOUND
Segouia;99276;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Alfonsso;99327;PN;FT; ; ;not; ; ; ; ;FOUND
Sepan;99344;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;99411;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;99436;PN;FT;;;;;;;;FOUND
Castiella;99462;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;99476;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;99486;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallicia;99494;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Freeling;FOUND
Seuilla;99506;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;;null;Medieval;FOUND
Cordoua;99517;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;99528;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;99538;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;99550;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yolant;99584;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Jnfante;99623;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Fernando;99635;APN;AT;;;yes;APLN;http://sws.geonames.org/3122557; ; ;VALIDATE
Jnfante;99685;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancho;99697;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Jnfante ;99709;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedro;99722;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Guadalfaiara;99819;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadalfaiara;99963;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Regnos;100325;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Rey;101329;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Julio;101373;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;101457;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;101500;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Jnfante;101539;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;101551;PN;FT; ; ;not; ; ; ; ;FOUND
Jnfante;101601;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancho;101613;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Jnfante;101625;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedro;101637;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Algarue;101756;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Sancho;101839;PN;FT;;;yes;APLN;;;;FOUND
Toledo;101859;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;101884;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Seuilla;101948;PPN;PPT;;;yes;APLN;;;;VALIDATE
Granada;102034;PLN;FT;http://sws.geonames.org/6357709;Granada;yes;PN; ;null;Medieval;FOUND
Rey;102056;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Martin;102072;PN;FT;;;;;;;;FOUND
Gonçaluez;102079;PPN;PPT;;;;;;;;VALIDATE
Burgos;102100;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Fernand;102119;PN;FT;;;;;;;;FOUND
Palencia;102138;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Martin;102164;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;102181;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
La;102196;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Auila;102210;PLN;FT;http://pleiades.stoa.org/places/236361;Ávila;not;;; ;Medieval;FOUND
Aznar;102228;PPN;PPT;;;;;;;;VALIDATE
Calahorra;102245;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Fernando;102267;PN;FT;;;;;;;;FOUND
Cordoua;102287;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adan;102307;PN;FT;;;;;;;;FOUND
Plazencia;102323;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pasqual;102345;PPN;PPT;;;;;;;;VALIDATE
Jahen;102364;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pero;102387;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Cartagena;102402;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Lorenç;102424;PPN;PPT;;;;;;;;VALIDATE
Cepta;102442;PPLN;PPT; ; ;not;;; ; ;VALIDATE
