TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Rey;121571;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Abuiassar;121611;PPN;PPT;;;yes;APLN;;;;VALIDATE
Murcia;121628;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;yes;PN; ;null;Medieval;FOUND
Rey;121649;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Beart;121709;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;121729;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Limoges;121785;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;121807;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
El;121819;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;121833;PN;FT; ; ;not; ; ; ; ;FOUND
El;121883;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Manuel;121897;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
Johan;121971;PN;FT;;;yes;APLN;;;;FOUND
Santiago;121990;PN;FT;;;yes;APLN;;;;FOUND
Martin;122032;PN;FT;;;;;;;;FOUND
Leon;122050;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pedro;122067;PN;FT;;;;;;;;FOUND
Ouiedo;122084;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;122103;PPN;PPT;;;;;;;;VALIDATE
C'amora;122120;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;122140;PN;FT;;;;;;;;FOUND
Salamanca;122157;PLN;FT;http://pleiades.stoa.org/places/236642;Salamanca;not;;; ;Medieval;FOUND
Pedro;122179;PN;FT;;;;;;;;FOUND
Astorga;122196;PLN;FT;http://sws.geonames.org/6358559;Astorga,Astorgo,Asturica Augusta,Estorga,a si tuo er jia,aseutoleuga,astrqt,astwrkha,asutoruga,Асторга,Աստորգա,آستورخا,أسترقة,アストルガ,阿斯托尔加,아스토르가;not;;;null;Geonames;FOUND
Domingo;122216;PPN;PPT;;;;;;;;VALIDATE
Cibdat;122235;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Miguel;122254;PPN;PPT;;;;;;;;VALIDATE
Lugo;122272;PLN;FT;http://sws.geonames.org/6359189;Gorad Luga,Lougo,Lucus Augusti,Lugas,Lugo,Lugu,lu gao,lu ge,lu ko,lugo,luko,lwghw,lwgw,rugo,Λούγο,Горад Луга,Луго,Լուգո,לוגו,لوغو,لوگو,लूगो,லுகோ,ลูโก,ლუგო,ሉጎ,ルーゴ,卢戈,盧高,루고;not;;;null;Geonames;FOUND
Johan;122289;PN;FT;;;;;;;;FOUND
Orens;122306;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/992080;null;not;;;An ancient place, cited: BAtlas 101 M6 Oriens;Medieval;FOUND
Gil;122324;PPN;PPT;;;;;;;;VALIDATE
Tuy;122339;PLN;FT;http://sws.geonames.org/6360252;Tuj,Tuy,to~ui,tu yi,twy,Туй,توي,توی,トゥイ,图伊;not;;;null;Medieval;FOUND
Munno;122355;PPN;PPT;;;;;;;;VALIDATE
Mondonnedo;122372;PLN;FT;http://sws.geonames.org/6359191; ;not;;;null;Medieval;FOUND
Ferrando;122395;PN;FT;;;;;;;;FOUND
Coria;122415;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Garcia;122433;PN;FT;;;;;;;;FOUND
Silue;122451;PLN;FT;https://pleiades.stoa.orghttp://pleiades.stoa.org/places/688028;null;not;;;An ancient place, cited: BAtlas 70 G1 Silo;Medieval;FOUND
Pedro;122474;PN;AT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Badalloz;122490;PLN;FT;http://sws.geonames.org/2521420/;Badajoz;not;;;null;Medieval;FOUND
Pelay;122511;PPN;PPT;;;;;;;;VALIDATE
Perez;122517;PN;FT;;;;;;;;FOUND
Orden;122538;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;122547;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Garci;122569;PN;FT;;;;;;;;FOUND
Ferrandez;122575;PN;FT;;;;;;;;FOUND
Orden;122600;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;122609;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Martin;122631;PN;FT;;;;;;;;FOUND
Nunnez;122638;PN;FT;;;;;;;;FOUND
Gutier;122689;PPN;PPT;;;;;;;;VALIDATE
Suarez;122696;PPN;PPT;;;;;;;;VALIDATE
Leon;122724;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
La;122737;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Gallizia;122752;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Johan;122807;PPN;GENT;;;;;;;;VALIDATE
Alfonso;122813;PLN;FT;http://sws.geonames.org/10240358; ;not;;;null;Geonames;FOUND
Notario;122821;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;122833;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Leon;122841;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Arcidiano;122848;PPLN;PPT;;;not;;;;;VALIDATE
Sanctiago;122862;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Ferrando;122884;PN;FT;;;;;;;;FOUND
Loys;122905;PN;FT;;;;;;;;FOUND
Alfonso;122922;PN;FT;;;;;;;;FOUND
Ferrandez;122930;PN;FT;;;;;;;;FOUND
Rey;122950;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Rodrig;122966;PPN;PPT;;;;;;;;VALIDATE
Alfonso;122973;PN;FT;;;;;;;;FOUND
Martin;122993;PN;FT;;;;;;;;FOUND
Alfonso;123000;PN;FT;;;;;;;;FOUND
Rodrigo;123020;PPN;PPT;;;;;;;;VALIDATE
Frolaz;123028;PPN;PPT;;;;;;;;VALIDATE
Johan;123047;PN;FT;;;;;;;;FOUND
Perez;123053;PN;FT;;;;;;;;FOUND
Ferand;123071;PPN;PPT;;;;;;;;VALIDATE
Yuannes;123078;PPN;PPT;;;;;;;;VALIDATE
Ramir;123098;PPN;PPT;;;;;;;;VALIDATE
Diaz;123104;PN;FT;;;;;;;;FOUND
Pelay;123121;PPN;PPT;;;;;;;;VALIDATE
Perez;123127;PN;FT;;;;;;;;FOUND
Alfonso;123145;PN;FT;;;;;;;;FOUND
Garcia;123153;PN;FT;;;;;;;;FOUND
Murcia;123191;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Andaluzia;123204;PLN;FT;http://sws.geonames.org/2593109/;Andalucía;not;;; ;Medieval;FOUND
Yo;123222;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;123225;PN;FT;;;;;;;;FOUND
Perez;123231;PN;FT;;;;;;;;FOUND
Cibdat;123240;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;123274;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;123282;PN;FT;;;;;;;;FOUND
Aellon;123291;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;123332;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Sepan;123348;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Garci;123429;PN;FT;;;;;;;;FOUND
Ferrandez;123435;PN;FT;;;;;;;;FOUND
Caualleria;123460;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Orden;123477;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;123486;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Perero;123502;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Toledo;123597;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alcocer;123628;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Guia;123675;PLN;FT;http://sws.geonames.org/2516861;Guia de Gran Canaria,Guía de Gran Canaria;not;;;null;Geonames;FOUND
Guadiana;123735;PLN;FT;http://sws.geonames.org/2516939;Cortijada Guadiana,Cortijo de Guadiana,Guadiana;not;;;null;Geonames;FOUND
Dios;123806;PN;FT;;;;;;;;FOUND
Castiella;123819;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;123832;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;123842;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;123850;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;123862;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;123873;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;123884;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;123894;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;123906;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Johan;124230;PN;FT;;;;;;;;FOUND
Ferrandez;124236;PN;FT;;;;;;;;FOUND
Diag;124265;UN;UNI;;;not;;;;;UNIDENTIFIED
Alfonso;124270;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;124280;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Ferrandez;124288;PN;FT;;;;;;;;FOUND
Alfonso;124300;APLN;AT;http://sws.geonames.org/10240358; ;yes;PN; ;null;Geonames;VALIDATE
Matheos;124308;UN;UNI;;;not;;;;;UNIDENTIFIED
Toledo;124358;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alcocer;125167;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Durant;125198;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Maestre;125430;PLN;FT;http://sws.geonames.org/6478142; ;not;;;null;Geonames;FOUND
Toledo;125499;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Durant;125557;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Garci;125856;PN;FT;;;yes;APLN;;;;FOUND
Ferrandez;125862;PN;FT;;;yes;APLN;;;;FOUND
Alcantara;125883;PLN;FT;http://sws.geonames.org/10241080; ;yes;PN; ;null;Geonames;FOUND
Toledo;125996;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Durant;126241;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Manuel;126358;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
Loys;126382;PN;FT; ; ;not; ; ; ; ;FOUND
Touiemos;126496;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alcocer;126529;PLN;FT;http://sws.geonames.org/6357814; ;not; ; ;null;Geonames;FOUND
Toledo;126572;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alcocer;126683;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Guadiana;126717;PLN;FT;http://sws.geonames.org/2516939;Cortijada Guadiana,Cortijo de Guadiana,Guadiana;not; ; ;null;Geonames;FOUND
Toledo;126740;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Alcocer;126750;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Cabeça;126788;PPLN;GENT;http://sws.geonames.org/9167635; ; ; ; ;null;Geonames;VALIDATE
Guadiana;126849;PLN;FT;http://sws.geonames.org/2516939;Cortijada Guadiana,Cortijo de Guadiana,Guadiana;not;;;null;Geonames;FOUND
Alcocer;126880;PLN;FT;http://sws.geonames.org/6357814; ;not;;;null;Geonames;FOUND
Lares;126918;PLN;FT;http://pleiades.stoa.org/places/315061;null;not;;;An ancient place, cited: BAtlas 32 C4 Lares;Pleiades;FOUND
Lares;126943;PLN;FT;http://pleiades.stoa.org/places/315061; ;not;;;An ancient place, cited: BAtlas 32 C4 Lares;Medieval;FOUND
Guadalemar;127006;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Moiaraf;127118;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Moiaraf;127156;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Durant;127190;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Guia;127229;PLN;FT;http://sws.geonames.org/2516861;Guia de Gran Canaria,Guía de Gran Canaria;not;;;null;Geonames;FOUND
Guadiana;127242;PLN;FT;http://sws.geonames.org/2516939;Cortijada Guadiana,Cortijo de Guadiana,Guadiana;not; ; ;null;Geonames;FOUND
Bienquerencia;127257;PPLN;PPT;;;not;;;;;VALIDATE
Capiella;127273;PPLN;PPT;;;not;;;;;VALIDATE
Bienquerencia;127340;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Toledo;127433;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Cordoua;127481;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Orden;127829;UN;UNI;;;not;;;;;UNIDENTIFIED
Alcantara;127838;PLN;FT;http://sws.geonames.org/10241080; ;not;;;null;Geonames;FOUND
Toledo;127896;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Fecha;127955;PLN;FT;http://sws.geonames.org/3122585;Fecha,Santa Cristina,Sta Cristina d Fecha;not; ; ;null;Geonames;FOUND
Yo;128081;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;128084;PN;FT;;;;;;;;FOUND
Perez;128090;PN;FT;;;;;;;;FOUND
Cibdat;128099;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Millan;128133;PLN;FT;http://sws.geonames.org/9406783; ;not;;;null;Medieval;FOUND
Perez;128141;PN;FT;;;;;;;;FOUND
Aellon;128150;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;128191;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Sepan;128207;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;128267;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;128292;PN;FT;;;;;;;;FOUND
Castiella;128305;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Toledo;128318;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;;null;Medieval;FOUND
Leon;128328;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Gallizia;128336;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;;null;Medieval;FOUND
Seuilla;128348;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;128359;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Murcia;128370;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;not;;;null;Medieval;FOUND
Jahen;128380;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Algarue;128392;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Yolant;128427;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Jnfante;128468;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;128480;PN;FT; ; ;not; ; ; ; ;FOUND
Jnfante;128517;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancho;128529;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Jnfante;128545;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedro;128557;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Jnfante;128572;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Johan;128584;PN;FT; ; ;not; ; ; ; ;FOUND
Guadalhaiara;128622;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Guadalhaiara;129029;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Alfonso;129326;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Ferrando;129402;PN;FT; ; ;not; ; ; ; ;FOUND
Guadalhaiara;129629;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Nauidat;129729;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pastores;130054;PLN;FT;http://sws.geonames.org/6360472; ;not; ; ;null;Geonames;FOUND
Otrossi;130903;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Otrossi;131278;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Cauallero;131302;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Tienda;131369;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Otrossi;131453;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Otrossi;132172;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Otrossi;132705;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Otrossi;133171;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Guadalhaiara;133363;PPLN;PPT;;;not;;;;;VALIDATE
cosa;134057;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Fecho;134322;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Alfonso;134489;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yolant;134531;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Jnfante;134572;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;134584;PN;FT; ; ;not; ; ; ; ;FOUND
Jnfante;134621;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Sancho;134633;PN;FT; ; ;yes;APLN;http://sws.geonames.org/9170929;null;Geonames;FOUND
Jnfante;134649;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Pedro;134661;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Jnfante;134676;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Johan ;134688;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Algarue;134808;PPLN;PPT; ; ;not; ; ; ; ;VALIDATE
Remondo;134889;PPN;PPT;;;;;;;;VALIDATE
Arçobispo;134898;UN;UNI;;;not;;;;;UNIDENTIFIED
Seuilla;134911;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Alfonso;134949;PN;FT;;;yes;APLN;;;;FOUND
Molina;134960;PN;FT;;;yes;APLN;;;;FOUND
Felipp;134979;PN;FT;;;;;;;;FOUND
Aboabdille;134998;PPN;PPT;;;;;;;;VALIDATE
Naçar;135015;PLN;FT;http://sws.geonames.org/6359730; ;not;;;null;Medieval;FOUND
Granada;135028;PLN;FT;http://sws.geonames.org/6357709;Granada;yes;PN; ;null;Medieval;FOUND
Rey;135050;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Martin;135066;PN;FT;;;;;;;;FOUND
Burgos;135084;PLN;FT;http://sws.geonames.org/6356377;Burgi,Burgos,Burgosas,Burgoso,Burgus,brghsh,brgws,bu er ge si,buleugoseu,bur kos,burugosu,bwrgws,Бургос,Бурґос,برغش,برگوس,بورگوس,บูร์โกส,ブルゴス,布尔戈斯,부르고스;not;;;null;Geonames;FOUND
Ferrando;135103;PN;FT;;;;;;;;FOUND
Palencia;135123;PLN;FT;http://sws.geonames.org/6360072; ;not;;;null;Geonames;FOUND
Martin;135149;PN;FT; ; ;not; ; ; ; ;FOUND
Segouia;135166;PLN;FT;http://pleiades.stoa.org/places/236658;Segovia;not;;; ;Medieval;FOUND
Agostin;135215;PN;FT;;;;;;;;FOUND
Osma;135234;PLN;FT;http://sws.geonames.org/3114836;Osma;not;;;null;Geonames;FOUND
Pedro;135251;PN;FT;;;;;;;;FOUND
Cuenca;135268;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Aznar;135313;PPN;PPT;;;;;;;;VALIDATE
Calahorra;135330;PLN;FT;http://sws.geonames.org/6359026; ;not;;;null;Geonames;FOUND
Ferrando;135352;PN;FT;;;;;;;;FOUND
Cordoua;135372;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;;null;Medieval;FOUND
Adam;135392;PN;FT;;;;;;;;FOUND
Plazencia;135408;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pascual;135430;PPN;PPT;;;;;;;;VALIDATE
Jahen;135449;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;;null;Medieval;FOUND
Pedro;135472;PN;AT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cartagena;135488;PLN;FT;http://sws.geonames.org/6359521; ;not;;;null;Geonames;FOUND
Pedryuannes;135510;PPN;PPT;;;;;;;;VALIDATE
Orden;135537;UN;UNI;;;not;;;;;UNIDENTIFIED
Calatraua;135546;PN;FT;;;;;;;;FOUND
Pedro;135568;PN;FT;;;;;;;;FOUND
Guzman;135574;PN;FT;;;;;;;;FOUND
Castiella;135602;PLN;FT; ;Castilla;not;;;null;Medieval;FOUND
Nunno;135624;PPN;PPT;;;;;;;;VALIDATE
Gonçaluez;135630;PPN;PPT;;;;;;;;VALIDATE
Alfonso;135652;PN;FT;;;;;;;;FOUND
Lopez;135660;PPN;PPT;;;;;;;;VALIDATE
Alfonso;135678;PN;FT;;;;;;;;FOUND
Thellez;135686;PPN;PPT;;;;;;;;VALIDATE
Johan;135706;PN;FT;;;;;;;;FOUND
Alfonso;135712;PN;FT;;;;;;;;FOUND
Ferrand;135755;PN;FT;;;yes;APLN;;;;FOUND
Royz;135763;PN;FT;;;yes;APLN;;;;FOUND
Castro;135771;PPN;PPT;;;yes;APLN;;;;VALIDATE
Johan;135790;PN;FT;;;;;;;;FOUND
Garcia;135796;PN;FT;;;;;;;;FOUND
Diag;135815;PPN;PPT;;;;;;;;VALIDATE
Sanchez;135820;PN;FT;;;;;;;;FOUND
Gomez;135840;PN;FT;;;;;;;;FOUND
Royz;135846;PN;FT;;;;;;;;FOUND
Rodrigo;135863;PPN;PPT;;;;;;;;VALIDATE
Rodriguez;135871;PN;FT;;;;;;;;FOUND
Gomez;135893;PN;FT;;;;;;;;FOUND
Gonçaluez;135899;PPN;PPT;;;;;;;;VALIDATE
Rodrig;135921;PPN;PPT;;;;;;;;VALIDATE
Aluarez;135928;PN;FT;;;;;;;;FOUND
Suer;135948;PPN;PPT;;;;;;;;VALIDATE
Thellez;135953;PPN;PPT;;;;;;;;VALIDATE
Portero;135962;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Rey;135980;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrrique;135996;PN;FT;;;;;;;;FOUND
Perez;136006;PN;FT;;;;;;;;FOUND
Repostero;136013;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Rey;136033;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Borgonna;136082;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;136105;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Gui;136121;PPN;PPT;;;;;;;;VALIDATE
Flandres;136135;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;136158;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Henrri;136174;PPN;PPT;;;;;;;;VALIDATE
Lo;136189;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;136212;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Alfonso;136228;PN;FT;;;;;;;;FOUND
Rey;136246;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Johan;136251;PN;FT;;;;;;;;FOUND
Dacre;136257;UN;UNI;;;not;;;;;UNIDENTIFIED
Emperador;136263;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Costantinopla;136276;PLN;FT;http://pleiades.stoa.org/places/520998;Constantinopla /Estambul;not;;; ;Medieval;FOUND
Emperadriz;136299;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Berenguella;136316;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Rey;136350;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Loys;136366;PN;FT;;;;;;;;FOUND
Emperador;136381;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Emperadriz;136400;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Belmont;136432;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;136454;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Johan;136470;PN;FT;;;;;;;;FOUND
Emperador;136486;PLN;FT;http://sws.geonames.org/9405399; ;not;;;null;Geonames;FOUND
Emperadriz;136505;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Montfort;136537;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Rey;136560;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Beart;136620;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;136640;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Limoges;136696;PPN;PPT;;;yes;APLN;;;;VALIDATE
Rey;136718;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
El;136730;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Ferrando;136744;PN;FT; ; ;not; ; ; ; ;FOUND
El;136794;UN;UNI; ; ; ; ; ; ; ;UNIDENTIFIED
Manuel;136808;PN;FT; ; ;yes;APLN;http://sws.geonames.org/6362025;null;Geonames;FOUND
Johan;136854;PN;FT;;;;;;;;FOUND
Arçobispo;136861;UN;UNI;;;not;;;;;UNIDENTIFIED
Sanctiago;136874;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Abuiassar;136941;PPN;PPT;;;yes;APLN;;;;VALIDATE
Murcia;136958;PLN;FT;http://sws.geonames.org/6362997/ ;Murcia;yes;PN; ;null;Medieval;FOUND
Rey;136979;PLN;FT;http://sws.geonames.org/3111903;Rey;not;;;null;Medieval;FOUND
Martin;136995;PN;FT;;;;;;;;FOUND
Leon;137013;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;;null;Medieval;FOUND
Pedro;137030;PN;FT;;;;;;;;FOUND
Ouiedo;137047;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Suero;137066;PPN;PPT;;;;;;;;VALIDATE
C'amora;137083;PPLN;PPT; ; ;not;;; ; ;VALIDATE
Pedro;137103;PN;FT;;;;;;;;FOUND
Pedro;137138;PN;FT;;;;;;;;FOUND
